file,lines,category,snippet,ibkr_action,ibkr_note
model/model_components/data_pipeline.py,390-400,IG credentials/SDK import; IG epic identifier; IG-epic keyed YH ticker map,"                ""epic"": cand_epic,",RENAME,"In the report row dict at lines 389-402: rename key 'epic' to 'instrument_id', rename variable 'cand_epic' to 'cand_id', and update the EPIC_TO_YH_TICKER lookup key to use INSTRUMENT_TO_YH_TICKER.get(cand_id). Coordinate with universe_candidates.json key rename and fieldnames list update (row 85)."
model/model_components/data_pipeline.py,406-412,IG credentials/SDK import; IG epic identifier; IG-epic keyed YH ticker map,            if instrument_id in seen_epics:,RENAME,In the fallback row dict at lines 408-421: change 'epic': instrument_id to 'instrument_id': instrument_id and update EPIC_TO_YH_TICKER to INSTRUMENT_TO_YH_TICKER. Coordinate with row 82.
model/model_components/data_pipeline.py,424-427,IG credentials/SDK import; IG epic identifier,"            ""epic"",",RENAME,Rename the 'epic' entry in the fieldnames list (line 424) to 'instrument_id' to match the dict key changes in rows 82-83. This also updates the candidates_report.csv column name read by strategy_eval.py.
model/model_components/data_pipeline.py,447,IG universe tooling,"        """"""Return the last known T2 status for instrument_id from universe_candidates.json.",NO_CHANGE_ADAPTER_HANDLES,_get_t2_status() docstring references universe_candidates.json lookup by instrument_id variable -- already broker-agnostic. The JSON key change ('epic' -> 'instrument_id') is handled in row 87.
model/model_components/data_pipeline.py,459,IG epic identifier,"                if candidate.get(""epic"") == instrument_id:",REPLACE,Change candidate.get('epic') to candidate.get('instrument_id') at line 459 to match the renamed key in universe_candidates.json entries.
model/model_components/data_pipeline.py,521,IG universe tooling,"        """"""Update T2 status for an instrument in universe_candidates.json.",NO_CHANGE_ADAPTER_HANDLES,_update_t2_status() docstring is unchanged. The body fix is in row 89.
model/model_components/data_pipeline.py,535,IG epic identifier,"                if candidate.get(""epic"") == instrument_id:",REPLACE,Change candidate.get('epic') to candidate.get('instrument_id') at line 535 to match the renamed key in universe_candidates.json entries.
model/model_components/data_pipeline.py,556-562,IG universe tooling,"        """"""Remove an instrument from universe.json when T2 fails (zero bars returned).",NO_CHANGE_ADAPTER_HANDLES,_remove_from_universe() docstring is unchanged. The body fix is in row 91.
model/model_components/data_pipeline.py,573,IG epic identifier,"                if inst.get(""epic"") != instrument_id",REPLACE,Change inst.get('epic') to inst.get('instrument_id') at line 573 to match the renamed key in universe.json entries.
model/model_components/data_pipeline.py,578,IG universe tooling,"                    f""[DataPipeline] Removed {instrument_id} from universe.json""",NO_CHANGE_ADAPTER_HANDLES,Log message at line 578 uses the instrument_id variable (already broker-agnostic); no change needed.
model/model_components/data_pipeline.py,587,IG universe tooling,"                f"" from universe.json — {exc}""",NO_CHANGE_ADAPTER_HANDLES,Error log at line 587 uses instrument_id and exc variables; no change needed.
model/model_components/yh_finance_fetcher.py,8,IG epic identifier,The fetcher converts IG epic strings to Yahoo Finance tickers via a,REPLACE,In the module docstring change 'converts IG epic strings to Yahoo Finance tickers via a curated look-up table' to 'converts broker instrument IDs to Yahoo Finance tickers via a curated look-up table'.
model/model_components/yh_finance_fetcher.py,14,IG price response schema,does not provide bid/ask decomposed prices.,NO_CHANGE_ADAPTER_HANDLES,Note that YH Finance does not provide bid/ask is accurate regardless of broker; no change needed.
model/model_components/yh_finance_fetcher.py,27-29,IG epic identifier; IG universe tooling,# Epic → Yahoo Finance ticker mapping,REPLACE,Change the comment '# Epic -> Yahoo Finance ticker mapping' (line 27) to '# Instrument ID -> Yahoo Finance ticker mapping'.
model/model_components/yh_finance_fetcher.py,33-153,IG DFB expiry (CFD); IG epic format; IG epic identifier; IG-epic keyed YH ticker map,"EPIC_TO_YH_TICKER: dict[str, str] = {",RENAME,"Rename EPIC_TO_YH_TICKER to INSTRUMENT_TO_YH_TICKER (dict name and all import sites in data_pipeline.py, data_pipeline imports). Replace all dict keys from IG epic strings (e.g. 'IX.D.DAX.DAILY.IP') with IBKR canonical symbol strings: DAX, EURUSD, GBPUSD, USDJPY, FTSE, SPX, DJI, NDX, RUT, CAC, STOXX50E, AEX, IBEX, SMI, N225, ASX, HSI, FTSEMIB -- verify the full mapping covers all symbols in universe.json."
model/model_components/yh_finance_fetcher.py,177-179,IG epic identifier,"        self, epic: str, resolution: str, lookback: int",RENAME,Rename the parameter 'epic: str' to 'instrument_id: str' in the fetch() method signature at line 177. Update all references to 'epic' within the method body.
model/model_components/yh_finance_fetcher.py,183-184,IG epic format; IG epic identifier,        epic:,REPLACE,"Update the docstring parameter description from 'epic:' to 'instrument_id:' and replace 'IG epic string' with 'broker-agnostic instrument identifier (IBKR canonical symbol such as DAX, or IG epic string such as IX.D.DAX.DAILY.IP)'."
model/model_components/yh_finance_fetcher.py,206-211,IG epic identifier; IG-epic keyed YH ticker map,"            Returns an empty list when no ticker mapping exists for *epic*,",REPLACE,Update the docstring at lines 206-211: change 'no ticker mapping exists for *epic*' to 'no ticker mapping exists for *instrument_id*'.
model/model_components/yh_finance_fetcher.py,228,IG epic identifier,"            print(f""[YHFinanceFetcher] WARNING: download failed for {epic} ({ticker}) — {exc}"")",RENAME,Rename the local variable 'epic' to 'instrument_id' at line 228 and update the warning log from 'download failed for {epic}' to 'download failed for {instrument_id}'.
model/model_components/order_executor.py,22-23,IG DFB expiry (CFD); IG GBP default currency,"    CURRENCY_CODE = ""GBP""   # default currency for orders",VERIFY,"CURRENCY_CODE='GBP' is the fallback when metadata has no 'currency' entry. For IBKR, verify that IBKRBrokerAdapter.fetch_instrument_info() returns 'currency' in its result so GBP is never silently applied to non-GBP IBKR instruments. EXPIRY='-' is IG-only (DFB); verify it is not passed to any IBKR adapter code path."
model/model_components/order_executor.py,85,IG deal_id concept,"                deal_id = self._find_deal_id(order[""instrument_id""], positions)",NO_CHANGE_ADAPTER_HANDLES,deal_id is fetched from the normalised positions list populated by adapter.get_positions(). For IBKR deal_id is str(conId). The lookup logic in _find_deal_id is broker-agnostic.
model/model_components/order_executor.py,91,IG deal_id concept,"                    deal_id=deal_id,",NO_CHANGE_ADAPTER_HANDLES,"deal_id is passed to adapter.close_position() via the BrokerAdapter Protocol. The adapter handles broker-specific interpretation (IG: dealId string, IBKR: str(conId))."
model/model_components/order_executor.py,114-115,IG confirm_deal two-step pattern; IG deal_reference pattern,"            deal_reference = resp[""deal_reference""]",VERIFY,"For IBKR, deal_reference is str(orderId) and confirm_deal() polls trade.isDone() for up to 10 s. Verify that the 0.5 s EXECUTION_DELAY between orders (line 53) does not cause issues with IBKR's asynchronous order flow; increase to 2.0 s if needed."
model/model_components/order_executor.py,123-124,IG deal_id concept; IG deal_reference pattern,"                ""deal_reference"": deal_reference,",NO_CHANGE_ADAPTER_HANDLES,deal_reference is stored in the execution result as an opaque string. For IBKR it holds the orderId string. The code is broker-agnostic.
model/model_components/order_executor.py,135-136,IG deal_id concept; IG deal_reference pattern,"                ""deal_reference"": None,",NO_CHANGE_ADAPTER_HANDLES,Error path sets deal_reference=None; this is broker-agnostic and unchanged.
model/model_components/order_executor.py,193,IG deal_reference pattern,"            ""order_id"": result.get(""deal_reference"") or now,",NO_CHANGE_ADAPTER_HANDLES,order_id falls back to timestamp when deal_reference is absent; broker-agnostic.
model/model_components/order_executor.py,201-202,IG deal_id concept; IG deal_reference pattern,"            ""deal_reference"": result.get(""deal_reference""),",NO_CHANGE_ADAPTER_HANDLES,Orderbook entry stores deal_reference as an opaque string; broker-agnostic.
model/model_components/order_executor.py,209-213,IG deal_id concept,"    def _find_deal_id(instrument_id: str, positions: list) -> str:",NO_CHANGE_ADAPTER_HANDLES,_find_deal_id() searches positions for instrument_id match and returns pos['deal_id']. For IBKR deal_id is str(conId). Logic is broker-agnostic.
model/model_components/portfolio_ledger.py,99,IG deal_id concept,"                ""deal_id"": pos.get(""deal_id""),",NO_CHANGE_ADAPTER_HANDLES,portfolio_ledger.py stores deal_id from the normalised position dict. For IBKR this will be str(conId). Code is broker-agnostic.
model/model_components/signal_engine.py,32-35,IG epic identifier,"        for epic, fields in prices.items():",RENAME,"Rename loop variable 'epic' to 'instrument_id' at line 32; update 'signals[epic]' to 'signals[instrument_id]' and 'counts[signal[""direction""]]' is already instrument-agnostic."
model/model_components/strategy_eval.py,41-44,IG epic identifier,"        for epic, signal in raw_signals.items():",RENAME,"Rename loop variable 'epic' to 'instrument_id' at lines 41-44; update close_prices = prices.get(epic, ...) to use instrument_id; update validated[epic] = result to validated[instrument_id] = result."
model/model_components/strategy_eval.py,80-82,IG epic identifier,        ``validation_passed`` for each epic that appears in *validated_signals*,REPLACE,In the _update_candidates_report docstring change 'for each epic that appears in *validated_signals*' to 'for each instrument_id that appears in *validated_signals*'.
model/model_components/strategy_eval.py,97-101,IG epic identifier,"            epic = row.get(""epic"", """")",REPLACE,"Change row.get('epic', '') to row.get('instrument_id', '') at line 97 to match the renamed column in candidates_report.csv (coordinate with data_pipeline.py fieldnames rename in row 85)."
model/model_components/strategy_eval.py,109,IG epic identifier,"    def _validate_signal(self, epic: str, signal: dict, close_prices: list) -> dict:",RENAME,Rename parameter 'epic: str' to 'instrument_id: str' in _validate_signal() signature at line 109; update all references to 'epic' within the method body.
model/model_components/strategy_eval.py,178-180,IG epic identifier,"        for epic, signal in validated_signals.items():",RENAME,Rename loop variable 'epic' to 'instrument_id' at lines 178-180; update all references to 'epic' in the loop body.
model/model_components/order_generator.py,38-41,IG epic identifier,"            for epic, fields in market_data.get(""prices"", {}).items():",RENAME,Rename loop variable 'epic' to 'instrument_id' at lines 38-41; update 'latest_prices[epic]' to 'latest_prices[instrument_id]'.
model/model_components/order_generator.py,93,IG instrument info schema,        (e.g. EURUSD 1.1350 → 11350 with scalingFactor=10000).,REPLACE,"Update the _compute_target_sizes docstring example from 'EURUSD 1.1350 -> 11350 with scalingFactor=10000' to 'For IBKR, scaling_factor is 1.0 for most instruments; fetch from adapter.fetch_instrument_info() and default to 1.0 if absent'."
model/model_components/reconciliation.py,45-61,IG API call wrappers; IG deal_id concept,            live_orders = ig.fetch_working_orders(),REWRITE,"Replace lines 45-61 (the 'ig = getattr(adapter, ""_ig"", None)' block and 'live_orders = ig.fetch_working_orders()' call) with an adapter-routed call: live_orders = adapter.get_working_orders(). Add get_working_orders() to the BrokerAdapter Protocol returning list[dict] with keys 'deal_id' and 'instrument_id'. Implement in IGBrokerAdapter by calling self._call_ig_api(ig.fetch_working_orders) and extracting workingOrders[].workingOrderData.dealId. Implement in IBKRBrokerAdapter using [{'deal_id': str(t.order.orderId), 'instrument_id': t.contract.symbol} for t in self._ib.openTrades()]."
model/model_components/reconciliation.py,67-69,IG deal_id concept,        position_deal_ids = {,NO_CHANGE_ADAPTER_HANDLES,position_deal_ids set is built from the normalised positions list. For IBKR deal_id is str(conId). Code is broker-agnostic.
model/model_components/reconciliation.py,75-80,IG deal_id concept,"            deal_id = order.get(""deal_id"")",VERIFY,"After implementing get_working_orders() in the adapter, verify that live_deal_ids is populated with IBKR orderId strings (not conId) so the membership check 'deal_id in live_deal_ids' matches the deal_id stored in orderbook entries. Align the key used as deal_id in both get_positions and get_working_orders."
model/model_components/reconciliation.py,85-87,IG deal_id concept,"                # Note: IG may assign a new deal_id on fill, so this",REPLACE,Update the comment at lines 85-86 from '# Note: IG may assign a new deal_id on fill...' to '# Note: IBKR may assign a new conId on fill; orderId used as deal_id during reconciliation may differ. This check is best-effort; fallback is CANCELLED.'
model/model_components/performance_monitoring.py,218-221,IG epic dot-segment dedup logic; IG epic format; IG epic identifier,            # Use the third dot-segment of the epic as a compact label,NO_CHANGE_ADAPTER_HANDLES,"Label extraction uses 'parts[2] if len(parts) >= 3 else raw_id'. IBKR canonical symbols (e.g. 'DAX', 'EURUSD') contain no dots so len(parts) < 3 and raw_id is used directly as the label -- already correct for IBKR."
model/model.py,30,IG broker config key,        self.broker_connector = BrokerConnector(config),NO_CHANGE_ADAPTER_HANDLES,BrokerConnector(config) is broker-agnostic; it selects the adapter based on config['broker']. No change needed.
diagnostic_tools/refresh_universe.py,3,IG universe tooling,Tradinator — refresh_universe.py,NO_CHANGE_ADAPTER_HANDLES,IG-specific diagnostic tool module docstring; unchanged. This tool is retained for IG users and will not run when broker=ibkr due to the guard added to _run_refresh_universe in main.py.
diagnostic_tools/refresh_universe.py,22,IG epic identifier,                         No company names or epic codes are hardcoded — the IG,NO_CHANGE_ADAPTER_HANDLES,IG-specific diagnostic tool comment; unchanged.
diagnostic_tools/refresh_universe.py,26,IG epic identifier; IG-epic keyed YH ticker map,                         epic.  Priority: curated EPIC_TO_YH_TICKER map (no,NO_CHANGE_ADAPTER_HANDLES,IG-specific diagnostic tool docstring referencing epic and EPIC_TO_YH_TICKER; unchanged.
diagnostic_tools/refresh_universe.py,30-34,IG epic identifier; IG trading_ig SDK method; IG universe tooling,  Phase 3 — Validate  : Tier 1 check — call fetch_market_by_epic and confirm,NO_CHANGE_ADAPTER_HANDLES,IG-specific Phase 3 validation description in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,40,IG universe tooling,  python diagnostic_tools/refresh_universe.py   # standalone,NO_CHANGE_ADAPTER_HANDLES,IG-specific usage comment in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,44-45,IG universe tooling,"      ""refresh_universe"",",NO_CHANGE_ADAPTER_HANDLES,IG-specific step list in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,69-72,IG credentials/SDK import; IG epic identifier; IG-epic keyed YH ticker map,from trading_ig import IGService        # noqa: E402,NO_CHANGE_ADAPTER_HANDLES,IG-specific import 'from trading_ig import IGService' in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,77-79,IG credentials/SDK import; IG universe tooling,"CANDIDATES_PATH = os.path.join(PROJECT_ROOT, ""data"", ""input"", ""universe_candidates.json"")",NO_CHANGE_ADAPTER_HANDLES,"File path constants CANDIDATES_PATH, UNIVERSE_PATH in refresh_universe.py; unchanged."
diagnostic_tools/refresh_universe.py,85-87,IG epic identifier,# ig.search_markets(); the IG API itself determines which epics are returned.,NO_CHANGE_ADAPTER_HANDLES,IG-specific comment about ig.search_markets() in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,315,IG SDK specifics,_EXCEEDED_WAIT   = 65    # seconds to wait when ApiExceededException is raised,NO_CHANGE_ADAPTER_HANDLES,IG ApiExceededException back-off constant _EXCEEDED_WAIT in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,336-339,IG SDK specifics; IG epic identifier,"_API_EXCEEDED_WAITS   = [60, 120, 240]   # back-off per attempt on ApiExceededException",NO_CHANGE_ADAPTER_HANDLES,IG rate-limit back-off list _API_EXCEEDED_WAITS in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,354-355,IG DEMO account enforcement; IG credentials/SDK import,def _connect() -> IGService:,NO_CHANGE_ADAPTER_HANDLES,IG _connect() function signature in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,360-369,IG DEMO account enforcement; IG DEMO enforcement; IG SDK specifics; IG credentials env var; IG credentials/SDK import,"    username   = os.environ.get(""IG_USERNAME"", """").strip()",NO_CHANGE_ADAPTER_HANDLES,"IG credential loading in _connect() reading IG_USERNAME, IG_PASSWORD, IG_API_KEY, IG_ACC_TYPE, IG_ACC_NUMBER; unchanged."
diagnostic_tools/refresh_universe.py,375-377,IG credentials env var; IG credentials/SDK import,"            (""IG_USERNAME"", username),",NO_CHANGE_ADAPTER_HANDLES,IG credential validation error formatting in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,390-395,IG DEMO account enforcement; IG SDK specifics; IG credentials/SDK import,"        f""acc_type='{acc_type}' acc_number='{acc_number or '(not set)'}'""",NO_CHANGE_ADAPTER_HANDLES,IG DEMO account enforcement (acc_type assertion) in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,408,IG API call wrappers,"            ig.create_session(version=""2"")",NO_CHANGE_ADAPTER_HANDLES,IG ig.create_session() call in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,415,IG SDK specifics,"                exc_name == ""ApiExceededException""",NO_CHANGE_ADAPTER_HANDLES,IG ApiExceededException check in _connect() of refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,431,IG DEMO account enforcement,"    print(""[_connect] Connected to IG DEMO.\n"")",NO_CHANGE_ADAPTER_HANDLES,'Connected to IG DEMO' confirmation log in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,439-440,IG SDK specifics; IG credentials/SDK import,"def _do_search(ig: IGService, term: str, call_counter: list[int]) -> list[dict]:",NO_CHANGE_ADAPTER_HANDLES,"_do_search(ig: IGService, ...) function signature in refresh_universe.py; unchanged."
diagnostic_tools/refresh_universe.py,452-455,IG SDK specifics,"        is_exceeded = exc_name == ""ApiExceededException"" or ""Exceeded"" in exc_name",NO_CHANGE_ADAPTER_HANDLES,IG ApiExceededException retry logic in _do_search() of refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,470-472,IG credentials/SDK import; IG epic identifier,"    ig: IGService,",NO_CHANGE_ADAPTER_HANDLES,"_search_with_drilldown(ig: IGService, ...) function signature in refresh_universe.py; unchanged."
diagnostic_tools/refresh_universe.py,483,IG credentials/SDK import; IG epic identifier,"    Returns new market dicts ``{epic, name, ig_type}``; *seen_epics* is updated",NO_CHANGE_ADAPTER_HANDLES,"Docstring 'Returns new market dicts {epic, name, ig_type}' in refresh_universe.py; unchanged."
diagnostic_tools/refresh_universe.py,500-510,IG credentials/SDK import; IG epic identifier,"        epic = mkt.get(""epic"", """")",NO_CHANGE_ADAPTER_HANDLES,"IG epic extraction 'epic = mkt.get(""epic"", """")' in refresh_universe.py; unchanged."
diagnostic_tools/refresh_universe.py,523,IG epic identifier,"                ig, f""{term} {letter}"", seen_epics, call_counter, depth + 1",NO_CHANGE_ADAPTER_HANDLES,Recursive drilldown call referencing epic in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,580-589,IG credentials/SDK import; IG epic identifier; IG-epic keyed YH ticker map,"def _find_ticker(epic: str, ig_type: str, name: str) -> tuple[str, bool]:",NO_CHANGE_ADAPTER_HANDLES,"_find_ticker(epic, ig_type, name) function in refresh_universe.py; unchanged. IBKR canonical-symbol-to-YH-ticker mapping is handled by INSTRUMENT_TO_YH_TICKER in yh_finance_fetcher.py, not by this function."
diagnostic_tools/refresh_universe.py,599-603,IG SDK specifics; IG credentials/SDK import; IG epic identifier,"    """"""Call an IGService method with automatic retry on transient failures.",NO_CHANGE_ADAPTER_HANDLES,_api_call_with_retry() docstring in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,619,IG universe tooling,"                    ""[refresh_universe] FATAL: IG weekly historical-data allowance exhausted.\n""",NO_CHANGE_ADAPTER_HANDLES,'IG weekly historical-data allowance exhausted' error message in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,625,IG SDK specifics,"            is_exceeded = exc_name == ""ApiExceededException"" or ""Exceeded"" in exc_name",NO_CHANGE_ADAPTER_HANDLES,IG ApiExceededException check in _api_call_with_retry() of refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,632,IG universe tooling,"                    f""[refresh_universe] {exc_name}('{exc_msg}') on attempt {attempt + 1}/""",NO_CHANGE_ADAPTER_HANDLES,Retry log message in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,642,IG universe tooling,"                    f""[refresh_universe] {exc_name}('{exc_msg}') on attempt {attempt + 1}/""",NO_CHANGE_ADAPTER_HANDLES,Retry log message (continued) in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,648-654,IG broker config key; IG credentials/SDK import; IG epic identifier; IG instrument info schema,"def _validate_tier1(ig: IGService, epic: str) -> tuple[str, str]:",NO_CHANGE_ADAPTER_HANDLES,"_validate_tier1(ig: IGService, epic: str) function signature in refresh_universe.py; unchanged."
diagnostic_tools/refresh_universe.py,658,IG API call wrappers; IG epic identifier; IG trading_ig SDK method,"        result = _api_call_with_retry(ig.fetch_market_by_epic, epic)",NO_CHANGE_ADAPTER_HANDLES,"_api_call_with_retry(ig.fetch_market_by_epic, epic) call in refresh_universe.py; unchanged."
diagnostic_tools/refresh_universe.py,662,IG epic identifier,"            return ""EPIC_NOT_RECOGNIZED"", f""epic unavailable: {exc_msg}""",NO_CHANGE_ADAPTER_HANDLES,EPIC_NOT_RECOGNIZED return value in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,666-677,IG epic identifier; IG instrument info schema,"        return ""EPIC_NOT_RECOGNIZED"", ""no data returned""",NO_CHANGE_ADAPTER_HANDLES,"IG instrument data validation logic (dealingEnabled, expiry checks) in refresh_universe.py; unchanged."
diagnostic_tools/refresh_universe.py,693,IG credentials/SDK import; IG universe tooling,"    """"""Write universe_candidates.json, universe.json, and ig_assets_excluded.json.",NO_CHANGE_ADAPTER_HANDLES,_write_output() docstring in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,698-706,IG credentials/SDK import; IG epic identifier; IG universe tooling,    # --- universe_candidates.json ---,NO_CHANGE_ADAPTER_HANDLES,universe_candidates.json writer using epic keys in refresh_universe.py; unchanged. IBKR universe_candidates.json must be populated manually with key 'instrument_id' (not 'epic').
diagnostic_tools/refresh_universe.py,721,IG universe tooling,"            ""Generated by diagnostic_tools/refresh_universe.py.""",NO_CHANGE_ADAPTER_HANDLES,'Generated by diagnostic_tools/refresh_universe.py' JSON comment in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,731-736,IG credentials/SDK import; IG epic identifier; IG universe tooling,    # --- universe.json (T1-PASS only) ---,NO_CHANGE_ADAPTER_HANDLES,"universe.json writer (T1-PASS entries only) in refresh_universe.py; unchanged. For IBKR, populate universe.json manually with IBKR canonical symbol strings (e.g. 'DAX', 'EURUSD')."
diagnostic_tools/refresh_universe.py,747,IG DEMO account enforcement; IG epic identifier,"            ""Tradinator instrument universe — IG Demo epics that have passed Tier 1 validation """,NO_CHANGE_ADAPTER_HANDLES,'IG Demo epics that have passed Tier 1 validation' description in universe.json output from refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,759-762,IG DEMO account enforcement; IG credentials/SDK import,    # --- ig_assets_excluded.json ---,NO_CHANGE_ADAPTER_HANDLES,ig_assets_excluded.json writer in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,791,IG SDK specifics,    False — transient IG failure (503 / 500 / ApiExceededException); existing,NO_CHANGE_ADAPTER_HANDLES,'transient IG failure (503 / 500 / ApiExceededException)' description in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,806,IG SDK specifics,"            or exc_name == ""ApiExceededException""",NO_CHANGE_ADAPTER_HANDLES,IG ApiExceededException check in the run() function of refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,810-811,IG universe tooling,"                f""[refresh_universe] WARNING: connection failed ({exc_name}: {exc_msg}) — """,NO_CHANGE_ADAPTER_HANDLES,Connection failure log in refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,824,IG epic identifier,    seen_epics:   set[str]   = set(),NO_CHANGE_ADAPTER_HANDLES,'seen_epics: set[str]' variable in run() of refresh_universe.py; unchanged.
diagnostic_tools/refresh_universe.py,830,IG epic identifier,"        found = _search_with_drilldown(ig, seed, seen_epics, call_counter)",NO_CHANGE_ADAPTER_HANDLES,"_search_with_drilldown(ig, seed, seen_epics, ...) call in run() of refresh_universe.py; unchanged."
diagnostic_tools/refresh_universe.py,842-846,IG credentials/SDK import; IG epic identifier,"        ig_type = mkt.get(""ig_type"", """") or """"",NO_CHANGE_ADAPTER_HANDLES,"ig_type extraction 'mkt.get(""ig_type"", """")' in run() of refresh_universe.py; unchanged."
diagnostic_tools/refresh_universe.py,853-857,IG credentials/SDK import; IG epic identifier,"    for epic, info in included.items():",NO_CHANGE_ADAPTER_HANDLES,"'for epic, info in included.items()' loop in run() of refresh_universe.py; unchanged."
diagnostic_tools/refresh_universe.py,869-874,IG epic identifier,"    for i, epic in enumerate(included, 1):",NO_CHANGE_ADAPTER_HANDLES,"'for i, epic in enumerate(included, 1)' loop in run() of refresh_universe.py; unchanged."
diagnostic_tools/refresh_universe.py,884,IG universe tooling,"    print(f""\nrefresh_universe complete — {t1_pass_count} instruments in universe.json."")",NO_CHANGE_ADAPTER_HANDLES,Completion log 'refresh_universe complete -- N instruments in universe.json' in refresh_universe.py; unchanged.
secrets/.env.example,6-15,IBKR placeholder creds (commented); IG DEMO account enforcement; IG DEMO enforcement; IG credentials env var; IG credentials/SDK import,IG_USERNAME=your_username_here,EXTEND,"The IBKR credentials block is already present as commented-out placeholders. Uncomment and set: IBKR_HOST=127.0.0.1, IBKR_PORT=4002, IBKR_CLIENT_ID=1, IBKR_ACCOUNT_ID=DU1234567. Add comment above the block: '# IBKR paper trading only -- port 4002 is enforced by IBKRBrokerAdapter'."
data/input/universe.json,2,IG DEMO account enforcement; IG epic identifier,"  ""description"": ""Tradinator instrument universe \u2014 IG Demo epics that have passed Tier 1 validation (broker recogni",REWRITE,"Replace the 'description' value from 'Tradinator instrument universe -- IG Demo epics...' to 'Tradinator instrument universe -- IBKR canonical symbol strings for instruments to trade (e.g. DAX, EURUSD)'. Rename key 'epic' to 'instrument_id' in every instrument entry. Replace each IG epic value (e.g. IX.D.DAX.DAILY.IP) with its IBKR canonical symbol (e.g. DAX). Refer to INSTRUMENT_TO_YH_TICKER in yh_finance_fetcher.py for the full epic-to-symbol mapping."
requirements.txt,1,IG SDK dependency,trading-ig>=0.0.23,REPLACE,Remove trading-ig>=0.0.23 and add ib_insync>=9.81 (or ib_async). Do not remove trading-ig until model/model_components/__init__.py IG import is wrapped in try/except.
model/model_components/__init__.py,4,IG credentials/SDK import,from .ig_adapter import IGBrokerAdapter,EXTEND,"Wrap in try/except ImportError identical to the IBKR import below (lines 19-22). Without this guard, removing trading-ig from requirements.txt causes ModuleNotFoundError at startup before any broker selection logic runs."
tests/test_discover_universe.py,1-end,IG credentials/SDK import; IG epic identifier; IG universe tooling,"sys.modules.setdefault(""trading_ig"", _trading_ig_stub)  # stubs IGService",REWRITE,"Entire file tests IG-specific refresh_universe.py using IGService stubs and IG epic test data. After migration, replace with tests for refresh_universe_ibkr.py using ib_insync Contract stubs and canonical symbol test data."
tests/test_main_error_handling.py,1-end,IG error handling; IG credentials/SDK import,"assert ""Missing required IG credentials"" in output  # IG-specific error assertion",ADD,"Tests assert IG-specific error strings (IG_USERNAME, IG_ACC_TYPE, validation.pattern.invalid). Existing tests remain valid for IG path. ADD new test class covering IBKR error paths: ConnectionRefusedError (TWS not running), IBKR_PAPER_ONLY guard, missing IBKR_HOST/PORT/CLIENT_ID."
tests/test_datasource_scoper.py,1-end,IG epic identifier; IG epic format,"_make_universe_json(verified=[""IX.D.FTSE.DAILY.IP""])  # IG epic fixture data",REWRITE,"All fixture dicts use ""epic"" key and IG epic strings as values. After renaming ""epic"" to ""instrument_id"" in universe.json and universe_candidates.json, rename all fixture keys and replace IG epic strings with IBKR canonical symbols (e.g. ""FTSE"", ""EURUSD"")."
model/model_components/data_pipeline.py,393-427,IG epic identifier; IG universe tooling,"""ig_type"": candidate.get(""ig_type"", """"),  # IG-branded column in candidates report",REPLACE,"Remove ""ig_type"" from fieldnames (line 427) and from both row dicts (lines 393, 412). Optionally add ""asset_class"" as a broker-neutral replacement populated from the IBKR contract secType field."
main.py,28-34,IG epic dot-segment dedup logic; IG epic identifier,"""""""Load the instrument universe from a JSON file. Returns a deduplicated list of IG epic strings.",REPLACE,"Rewrite docstring to remove IG-specific language. New docstring: ""Load the instrument universe. Returns a deduplicated list of broker-agnostic instrument_id strings. Skips entries where valid=False."""
